video_id,category,Likes_Actual,Likes_Predicted
ZIbI0ekrrZU,Sports,1994,21784
B2W7c3XRBwQ,Howtoand Style,18444,19642
86ysRAffCpI,Howtoand Style,22482,12713
MNzBFgwkU0A,Music,66364,50787
zvjqcoiOPbE,Music,47497,62072
gw82GrEt370,Entertainment,192783,178695
M-E5wDgptQA,Entertainment,28431,41772
SS0ebmCqHxs,Music,38244,36048
QAgZepiIPH8,Entertainment,474,4072
5-l84AgchWA,Howtoand Style,546,715
DSG-zxGRkJw,Education,13448,8229
vTJKosHxYtM,Filmand Animation,9614,36797
bWZ_Z5dgrb0,Sports,2441,15889
Pa3ao2TVn1A,Howtoand Style,3427,3597
3lgcBZdMZxM,Entertainment,14155,24373
STVXHhTdjW4,Peopleand Blogs,11992,16488
uZUOzSMDBjg,Howtoand Style,21600,9424
9fKALFSxX_Q,Howtoand Style,14243,9024
HMU5njzTAK0,Filmand Animation,3262,29879
qoPCbB_uGMw,Newsand Politics,20063,31528
DPCW4yvWQT4,Entertainment,23849,18632
Dc-EG4ABsxA,Science and Technology,18091,17049
zO0dIgvpmfw,Howtoand Style,37861,14804
Hl0GSLcwHVs,Entertainment,7843,21239
e6XeP9gQPmg,Education,21432,12436
5g2UZr5RGgg,Petsand Animals,18532,43780
AvFNCNOyZeE,Science and Technology,12597,10885
vAuO3bHxSpc,Peopleand Blogs,148378,115326
H-WEhug-up8,Petsand Animals,21709,29085
SzB-tnaU0cM,Petsand Animals,3826,16695
5g20u8EfMdg,Education,17192,26471
r4VJ8o6yqzM,Entertainment,47253,55070
#NAME?,Sports,8369,48826
TNRrY8m71u4,Howtoand Style,3293,3771
v-vx6GpTBkc,Entertainment,10347,13677
TjXQzRWmb_I,Filmand Animation,57355,139239
1Sh6UqeRHdM,Newsand Politics,234,2842
aFuA50H9uek,Science and Technology,26422,31495
ZTwOsL-pVzU,Howtoand Style,2870,4160
WACO9TqZEh0,Entertainment,14727,19195
vBdxi7-_HKw,Peopleand Blogs,428,7356
TLS837FaO4Y,Comedy,34759,20905
qpAo_XvCQaQ,Entertainment,2232,6071
zfeN12n3fxk,Howtoand Style,47717,35623
rwFfo61fVSY,Peopleand Blogs,7440,18798
NZFhMSgbKKM,Sports,83,10958
QzfnWcHhdyQ,Sports,11033,43065
ZFwylDNpgFc,Gaming,37927,57398
t2rpj72GHN0,Entertainment,278,4552
5orrZxSjLQA,Music,195655,117026
b2EOxGUuBWA,Filmand Animation,12157,58009
91Q0kddGWLc,Howtoand Style,1181,4008
H4CkXh3FSo8,Peopleand Blogs,16710,15620
TzMJabl_ykk,Entertainment,110169,86174
b2EOxGUuBWA,Filmand Animation,14160,66271
9QojtREFuFU,Peopleand Blogs,15831,44497
htmLGVUqIos,Petsand Animals,9060,18887
3lgcBZdMZxM,Entertainment,13235,22479
#NAME?,Comedy,321298,240494
wDl6MlgL8PM,Howtoand Style,24302,12882
XXRBLyQQ78A,Traveland Events,21626,26421
XGd1dq1BatM,Music,87662,77763
sKLREPyI-dY,Entertainment,16881,20891
v23_b_V6beI,Howtoand Style,4283,4184
pKW-ZgBl9eU,Comedy,40566,30224
#NAME?,Music,8144,31207
Wpm07-BGJnE,Music,663377,540233
WmQR7X9SdeU,Entertainment,203,3432
PjqKPHZJgF0,Music,80894,98938
zYlW81GZYug,Comedy,227045,96517
v_CMMWCN5nQ,Peopleand Blogs,17344,12052
S0OICOBR19Q,Science and Technology,11227,8851
i7FgneNlM14,Sports,587,37413
dwvVhnQTfDk,Comedy,47624,60791
CJRw18MtRPg,Science and Technology,40519,81855
zPJl2e38S4g,Newsand Politics,138226,55973
xvmTr6S00Aw,Entertainment,228968,161779
ObvUP5YxAKg,Newsand Politics,5633,57371
KjHan6D3O3g,Music,4893,22862
l0jGg-MUd-U,Peopleand Blogs,29373,21133
e0hO5fTGwPY,Newsand Politics,445,2907
q_MmN6-KLXg,Music,8753,24352
UFPSIa1cLRQ,Music,2195,19561
4uTNVumfm84,Music,279830,157730
km5FAAQLUT8,Gaming,3935,11147
uQWuC7L4_DQ,Newsand Politics,1941,14505
Id2hMkmcIMA,Peopleand Blogs,1868,5969
MZlakv7Gq3w,Sports,1849,14222
kD06SQtfA5s,Science and Technology,37539,43290
MtFjRvKfv70,Sports,1566,13048
ByeyFfOHgQA,Filmand Animation,91743,133479
ya6CQrFacIY,Music,5647,23812
PGH1V_yZq7k,Entertainment,1295,5368
kKMNo0QvDrM,Comedy,4680,9398
O6K0ZPRqzFU,Entertainment,8808,13021
ltzy5vRmN8Q,Entertainment,95356,94328
BtvRaMPJWLs,Gaming,216387,116480
olOdCkYIsrA,Science and Technology,5718,5399
sOIBkZsGb0A,Comedy,5484,8240
1-BhcMdxfjI,Entertainment,80,2772
Ph54wQG8ynk,Music,718327,483882
6Km34EXxGZ4,Entertainment,97376,116082
#NAME?,Filmand Animation,5155,32458
_EMxJMU1dCo,Howtoand Style,0,16647
LX0wFKvticI,Sports,4630,20269
OylDdm-6ZH0,Howtoand Style,196442,85930
-C5q3oir8gA,Entertainment,17365,21543
Nl6YEW1s7x8,Music,7800,23871
LzuDyq0-1LM,Newsand Politics,8042,11333
ZR47jsUqUzo,Entertainment,141950,99658
VWFoCcbXqAw,Filmand Animation,725,29329
EJjh19zO1lk,Entertainment,25326,34971
QBL8IRJ5yHU,Howtoand Style,301104,238589
STVXHhTdjW4,Peopleand Blogs,10907,15179
PUcS24GuAog,Howtoand Style,49828,34944
v5QCBkrbuy4,Sports,3497,13825
#NAME?,Newsand Politics,514,4755
u2HVB-9lC3U,Newsand Politics,11,1625
ydPYNo8o-lI,Music,78535,55842
5qjU_wPyv4E,Comedy,16469,15200
dJgoTcyrFZ4,Newsand Politics,2746,12026
vW7H-DKivX8,Entertainment,52033,42607
PVr1BbsOwmQ,Peopleand Blogs,19609,20874
b7zWwo9dbiU,Science and Technology,30255,22474
o3_jM-Ccb9g,Howtoand Style,5051,3970
pTysrwci0pU,Peopleand Blogs,263404,186465
in5TfQfUIBY,Entertainment,7190,15272
#NAME?,Petsand Animals,21664,43180
mGAdg2lB6nQ,Music,3721,21133
odHhIVjDgq8,Peopleand Blogs,3860,9478
MVyvV0tOOjw,Entertainment,35080,23414
1Nu_oGucpDI,Music,64505,58000
8vCn190ti9U,Howtoand Style,67674,45997
lgBn6qzMlXw,Entertainment,70871,120158
6S9c5nnDd_s,Filmand Animation,279714,247826
9OGr-2g0zVs,Howtoand Style,278,584
zJP-CSFgb_s,Newsand Politics,95,2097
JfQ3W0wjGh4,Filmand Animation,39261,68768
02N508BDngc,Education,38278,36190
EGV9Ms9EHcg,Entertainment,45536,48982
aEM2kOrrNJI,Music,243314,174102
4EIvK9XsFRo,Howtoand Style,4097,2786
loWpbevW9xg,Entertainment,2979,12621
tugFFhML7VY,Entertainment,254301,143543
C3_spbo8eVc,Music,21591,30372
j7I-d1B6HwE,Entertainment,369,5170
8rWuGBPA7bE,Petsand Animals,4215,19963
A6-P1-xxF9Y,Peopleand Blogs,1098,6370
_IoOJu2_FKE,Science and Technology,12380,25257
3y75zBl37f8,Howtoand Style,34500,33342
IPgdIHV_zMo,Filmand Animation,10749,-4133
WS7f5xpGYn8,Music,690283,388079
s0Uxzh1E94U,Autosand Vehicles,2205,60729
OAGfx7eB3gA,Petsand Animals,12024,24739
V8-JfSXPDp0,Entertainment,18880,33610
szaJ5aW-LUs,Music,134342,106974
-66xHRJSPxs,Entertainment,28077,37567
lUZPV3gGXgY,Entertainment,119907,90764
in5TfQfUIBY,Entertainment,7072,15012
qvZybtmE5RY,Entertainment,6758,21196
BuFrAmdWveY,Music,4724,21628
tEnCoocmPQM,Music,137494,70238
20bpjtCbCz0,Filmand Animation,391429,472373
9Z26NYFJizI,Education,8528,10784
vKuy3NdLhlE,Filmand Animation,1036,29710
GItpj4vu0Pg,Entertainment,9202,13873
CJv0I-xYuC4,Entertainment,14004,25697
JeRtUXTQ_aQ,Music,18155,25564
DV1OqgHb3jc,Howtoand Style,252352,240181
pXpfGJpmhNI,Comedy,55339,158179
BG0a04PX-zY,Newsand Politics,2218,19191
yMf3dvNzXbU,Comedy,14688,15380
5VGxDEh3F0g,Filmand Animation,4212,31608
DbJ2s_g1oDc,Entertainment,20518,32420
KWDUojLbxn4,Entertainment,50870,43617
3AV1GuBI-0Q,Sports,6683,27293
7xN52zQzYy8,Sports,420,13061
gDPr8Na24QU,Entertainment,57788,50753
pOEzjT-SED0,Music,61135,87035
nLXCutcsoKQ,Entertainment,3316,32546
BZt0qjTWNhw,Petsand Animals,37422,47879
n_W54baizX8,Music,531178,418089
LnA4DGoihak,Filmand Animation,2981,35660
ooyjaVdt-jA,Gaming,349481,287085
yO9snUMvRuU,Music,145541,85223
oPM3jxnoqhk,Music,15004,29166
Lg5x-YWxpco,Entertainment,7408,26597
sxyotaytAS0,Newsand Politics,3888,25373
5IyiD8xv_Pk,Petsand Animals,26,12835
PFH046Fh3ps,Entertainment,9233,18328
_akwfRuL4os,Peopleand Blogs,0,15892
LnFsp6iM5dg,Gaming,148076,128343
ZB7_1CoKntI,Comedy,134986,64351
032BPsxhreM,Entertainment,154,3774
9KIP-Ncp2jU,Peopleand Blogs,170,6313
1purAy2MsOc,Comedy,93177,123029
C535gMNdiDk,Education,3192,15829
wx-M8sxcOp8,Sports,8709,45191
X41ArlJVNYc,Comedy,24254,17114
zcEE8J2Bqa8,Comedy,20572,11849
nLXCutcsoKQ,Entertainment,4603,46310
-3h4Xt9No9o,Newsand Politics,8620,10830
hu_4yAZVNsU,Entertainment,17019,46894
CNBGEWRdeIM,Howtoand Style,6825,6094
5tPugvYE6wM,Howtoand Style,18209,14680
Tn5OBFgiExQ,Entertainment,218,3664
fA9Ypn3jQw0,Music,745,18872
hwjdXBxeWsc,Entertainment,34577,28671
YkLzdHTv3G0,Comedy,36794,23561
jD83QaWy8LI,Filmand Animation,126811,181457
bOG0X1WvXVU,Gaming,610,8242
A-JtybJbVbA,Filmand Animation,620,29100
pTysrwci0pU,Peopleand Blogs,312397,222282
5GHXEGz3PJg,Music,149766,179940
iGD4bBgWPcY,Music,18387,30342
9jRtpMKLsts,Gaming,197681,276654
#NAME?,Music,5910,25781
zG3PLW534Wg,Peopleand Blogs,5347,9123
NcsGpDFKCgY,Science and Technology,15297,19399
ktafrbsKeZw,Science and Technology,23230,184528
NuZJQ-YS7_w,Newsand Politics,261,2300
MWbQdgjsvJI,Howtoand Style,126756,69944
HOxylh5runs,Howtoand Style,28944,20553
S4vKQbpOn5k,Filmand Animation,5878,35780
gsVgqms1slE,Music,7086,20912
0Rt329xQUjM,Howtoand Style,10553,10244
X_tYrnv_o6A,Education,32735,23197
JWAvRIpuj1U,Sports,0,12859
af6L1jBZGYA,Comedy,13792,25161
MdBr8xh1mrg,Filmand Animation,880,28937
CUNq2_VjRn4,Filmand Animation,238247,164163
LC3fWTXZXxE,Howtoand Style,75605,48648
hDYPVhwULCc,Comedy,17550,27176
WI06POju7UQ,Peopleand Blogs,2656,14578
3Q2j5ApzSqs,Music,507462,369781
v_CMMWCN5nQ,Peopleand Blogs,16143,11515
EC5UCCnk59c,Sports,25804,39896
TBF7eTSTWLA,Education,17000,26545
6d6SmcYcP_U,Entertainment,3064,10086
MEEj62ZqFYo,Peopleand Blogs,4687,9485
Dan2YMDCpms,Howtoand Style,310607,187169
tAn7wxn2Atk,Entertainment,14025,22267
nsZvmFUXkrI,Comedy,264509,194454
keD0IJP4Dtw,Music,9526,23815
CFa-pa0-VqI,Howtoand Style,67895,54113
wW4JB9tjlik,Entertainment,27476,24364
pRnCk5QeXdw,Entertainment,2303,6233
2PH7dK6SLC8,Music,77927,101528
AWtpYfjylCo,Peopleand Blogs,5929,11643
XIxZLrruFpg,Entertainment,11652,15018
DD4jmj9AevM,Entertainment,660,4099
V6ElE2xs48c,Shows,21899,8811
0mlNzVSJrT0,Peopleand Blogs,2486,8308
wylMwU1wEOM,Music,317376,215339
60nDlMw5vFQ,Newsand Politics,11277,15815
WPZfIKy7LWo,Comedy,54393,38104
q8fuvWLje8M,Newsand Politics,322,3474
Qc9-dHabR2E,Entertainment,25614,15756
MjLqeKBforY,Peopleand Blogs,2345,6472
kjkw7rKhPfc,Science and Technology,0,-1704
o21-6NnDmzY,Entertainment,349,3238
MYmQlBpF5e0,Howtoand Style,130159,85305
1Nu_oGucpDI,Music,63686,57098
dKccvk36atQ,Howtoand Style,39417,34142
kzk4SId9Ab0,Howtoand Style,25025,15846
Y1n8F4uClUU,Autosand Vehicles,17209,96770
kKMNo0QvDrM,Comedy,4213,8862
tYF1dQRVS2c,Howtoand Style,2089,2001
SwqUpegUT2Q,Entertainment,6082,14178
lZ68j2J_GOM,Comedy,9020,7348
_Ybm_ZNLu0w,Education,24631,35549
lyavSkF30Rs,Entertainment,449,4261
jVNepCaqJok,Peopleand Blogs,5760,14272
2ktuvx9hrMw,Filmand Animation,47456,97183
SFxZb-GHbrQ,Entertainment,9083,9169
EFwa5Owp0-k,Education,21173,14204
DMT7EnJ_Kp8,Entertainment,12567,12655
DcCh33lJLMw,Peopleand Blogs,115540,54197
22iCU_bsApA,Sports,6912,28648
n-H6zIeMiUs,Education,19566,48686
52L2HML5O1k,Entertainment,4961,11066
uQWuC7L4_DQ,Newsand Politics,634,5708
72Qahj0U0Lw,Newsand Politics,1326,8311
YpnV0M6XTc8,Comedy,5120,6322
V7E7huN3CPU,Science and Technology,159,-650
1kEoS9WwpmA,Entertainment,10147,9976
zNqCVTs38nU,Sports,35,10600
3Q2j5ApzSqs,Music,437897,278031
2ybeU5JUoK4,Sports,8875,42613
kFMZUxX6K6o,Music,273344,355674
_9krQvcXKO4,Comedy,5744,5730
fA9Ypn3jQw0,Music,1321,19414
GsexKH-Ubnw,Newsand Politics,14784,21255
bAfn2duIlN8,Peopleand Blogs,7268,11314
yyr51Kznab4,Peopleand Blogs,3756,11217
S9ibNh16xfs,Entertainment,192598,95506
er2kQ21ZTG0,Comedy,4313,5587
7UoP9ABJXGE,Music,23119,43055
m7lFyINZlBs,Entertainment,10806,29194
JpoUN_A12Eg,Filmand Animation,11601,49957
pfX353Wc0GA,Entertainment,2266,6461
nQySbNGu4g0,Music,1119935,458526
iMg9ibfcBnM,Entertainment,5234,8477
Vp40y-048MA,Sports,3711,13503
AhIh8lLYzLo,Autosand Vehicles,511,29293
v-dfygYIfLs,Sports,439357,381786
nT39kZDAx_s,Entertainment,10918,15116
OZqsFkJpvj0,Entertainment,14151,10976
iWZmdoY1aTE,Music,1320704,1011235
20bpjtCbCz0,Filmand Animation,396828,486465
hlrvK4xnLKA,Howtoand Style,2262,2609
mNKwe9k55fs,Filmand Animation,21825,63174
KGziD2V8Ppw,Music,29936,32526
PluaPvhkIMU,Filmand Animation,13048,43300
UYDAgS2Mr6M,Entertainment,5089,17480
nzNGEB1BQuM,Howtoand Style,57651,37660
07JQ4WZJIbg,Filmand Animation,431,30232
ZvdTNDMru78,Newsand Politics,299,1857
wIimU5-UEPc,Music,97552,95735
XdNOI-q70q4,Entertainment,45698,57057
HVjlcUtuENM,Howtoand Style,18343,-15892
CJRw18MtRPg,Science and Technology,40273,81276
O-aQA1HKctQ,Music,22173,31509
s8ZMmgPcO-k,Entertainment,6454,19294
fY4cDvgpJss,Entertainment,22699,23566
sS0LCjOiIhc,Music,1022579,1239224
Htu3va7yDMg,Music,28427,51809
IbVR4kzVQrk,Entertainment,706,4922
a73YoV2uf6g,Peopleand Blogs,5001,16746
jr7W7smqXg4,Autosand Vehicles,1715,37837
kOsl3cmK3zg,Entertainment,7808,8130
JrFiNSueT3Y,Entertainment,2326,8334
zbtyaKAMDdk,Peopleand Blogs,81078,55008
Hgc2njyY4Rs,Peopleand Blogs,3730,5993
6ztB3fg9knE,Entertainment,5796,12302
D7sj7L1uLiw,Entertainment,111063,88627
6dGqZmvDElA,Newsand Politics,7233,7121
DtWriozwdR0,Entertainment,1034,3841
JwboxqDylgg,Sports,296,11280
DTg2FihPSso,Sports,6596,31532
sXP6vliZIHI,Peopleand Blogs,232142,179028
6OcOO1k-vGE,Music,390337,389102
MFWF9dU5Zc0,Entertainment,87366,171684
9uez2DBg9Mg,Newsand Politics,9392,22041
pfM1F0fBTo8,Gaming,50466,115998
P7WRXaxu1u4,Entertainment,2406,12051
PpElRBQ-yGc,Gaming,30946,28264
6Y65fxIRs8Q,Gaming,15654,30185
VhI2EpAIcm4,Peopleand Blogs,89469,123893
PyXpoGbwGL0,Newsand Politics,10833,16267
8tbQHHso0oY,Sports,2028,38755
drQXdm02oCg,Comedy,71380,33263
lR-oJvKJyUY,Howtoand Style,23828,27766
ZCPwpcurYns,Entertainment,343377,208516
SxAp27sFaIM,Peopleand Blogs,248647,267296
KpHP8VmxnBo,Education,20499,17700
_oZIbFolJTw,Filmand Animation,22,28511
FchkqXEg0qs,Gaming,61841,57476
0lr497GhD04,Entertainment,58953,57504
zTY7dvFJbXY,Music,33646,39274
TjXQzRWmb_I,Filmand Animation,33947,82471
er2kQ21ZTG0,Comedy,4533,5700
6J-D86wfxiE,Entertainment,3641,6183
CQQit01HHLY,Entertainment,215707,120618
uwfIr6flLXk,Comedy,87928,55933
NHrwcQQ38bA,Sports,40660,41977
b1BAq8T9kqY,Howtoand Style,15521,8633
YskVs5VyqHk,Peopleand Blogs,94910,71952
ill2cgCyTUc,Peopleand Blogs,64101,55119
T2uyIBURMjs,Gaming,25554,37067
2Cy2S6jbviQ,Howtoand Style,3178,2640
uLY6Nypmk1A,Music,6937,23250
dT5ALH3ICTc,Peopleand Blogs,126278,138381
NuXHriwQB9g,Science and Technology,1542,2489
XOxB-WE3R7U,Comedy,98474,48030
cZYNADOHhVY,Education,116770,86594
DkXD5949qqQ,Music,4527,25105
ggpoZyF2lU0,Entertainment,17148,14006
PHLY4a5fTjU,Peopleand Blogs,148299,96686
dQLlS4l1UJk,Music,16243,26689
q9bGAAYR2MY,Comedy,6065,7394
WyZz9muaKFc,Howtoand Style,78474,210463
eWBNCnU_PK0,Entertainment,23593,24087
tJFk9dPdxO0,Entertainment,15797,12582
sXP6vliZIHI,Peopleand Blogs,365401,363616
DV1OqgHb3jc,Howtoand Style,160919,151327
DMT7EnJ_Kp8,Entertainment,12801,13031
EGV9Ms9EHcg,Entertainment,51407,39955
EAGhzuitLXU,Music,186956,128707
40JxGkIspck,Entertainment,1915,4673
nT39kZDAx_s,Entertainment,11692,16237
5bJ_gb19pKQ,Filmand Animation,73233,100656
NwhkN7Y0WM0,Traveland Events,808,11497
6fyE0B430Rc,Howtoand Style,11598,9098
RQOgG4MLh1I,Entertainment,15405,9809
qK11sSjEM3c,Sports,2412,26622
uovntV3ZMDc,Music,60293,61084
If-n27SUAl8,Entertainment,487,3306
lYEj9snU838,Newsand Politics,6851,30012
YZ1UN5gvLjQ,Entertainment,94619,73118
azUbCdcAeFM,Autosand Vehicles,36501,50891
TM42O6kYbI8,Newsand Politics,16078,17714
mmP1aHJjJ-U,Entertainment,14452,11066
iBy6XRHPODQ,Entertainment,22988,26276
vY_5EvoL1Is,Entertainment,5085,45610
JNyZ49q4vrU,Comedy,162098,115631
dQLlS4l1UJk,Music,17639,28168
Xpv-sEKl1B4,Howtoand Style,67991,89135
6A3cHzFQsqI,Music,670,20965
Ep6-bNu16_I,Peopleand Blogs,127241,133647
Hu5FZYlCfc8,Comedy,19672,12634
vecmYltEk30,Comedy,14780,19194
uKkbfxTHJGI,Music,88455,71191
v7H_Or9Nr5I,Filmand Animation,265074,219477
Wz_YwUpNOcw,Music,28527,51489
HnnRyhuX_jM,Entertainment,24393,42488
hphLiGW6FgE,Entertainment,548,3571
mhog9LEMCDY,Entertainment,47042,28129
gYYMnkoFtjM,Entertainment,6783,12141
52pwYD_rxmE,Gaming,103488,76927
c3BTGJgd8Wo,Entertainment,8174,27350
pqzopUurZPc,Petsand Animals,2096,21509
76LcOD4aY-o,Comedy,254,5961
C54cHGCwBdk,Sports,14680,23215
OzKmR5BLdbQ,Newsand Politics,457,6853
TSqwDQHE1J8,Comedy,1145,6599
KHeAmpahI08,Entertainment,8617,8519
P3Bd3HUMkyU,Gaming,243562,332189
GTSjDaoZcAk,Howtoand Style,8791,7373
NIf8LjND67Y,Peopleand Blogs,21753,18195
szs2GAYwMHo,Entertainment,2981,8445
9NC2saE5MbQ,Petsand Animals,31594,166035
aLLgene7kJo,Music,74,18813
CTFZoz-mB5k,Howtoand Style,9809,7662
Xr2rgT9uEnA,Gaming,84754,59158
SW3X7-gk8q0,Music,35324,40813
_3rb5IKvkUw,Entertainment,17033,22182
koUB3vl737c,Newsand Politics,406,6133
WMs3NOW1TDs,Peopleand Blogs,50119,49387
tJfDBSWYqU8,Filmand Animation,24723,134283
a30K69hUJyo,Entertainment,21697,28677
6tAB3YwWkxY,Filmand Animation,4586,33697
3Q2j5ApzSqs,Music,410491,249249
V2fw7u1epLg,Science and Technology,138297,95147
NukmFF__G-g,Music,397578,283875
#NAME?,Education,1306,383
K_XXXDPODmw,Peopleand Blogs,42720,20630
pFc6I0rgmgY,Entertainment,35833,117955
v2OTO6UEVAo,Newsand Politics,7262,21741
yAqHUwjnue4,Sports,3612,24315
lY_0mkYDZDU,Music,19783,30143
305ryPvU6A8,Science and Technology,63316,65385
D8mu5AgUsPs,Entertainment,1727,8890
U9BwWKXjVaI,Music,847657,925823
3pCCjHDPq6U,Education,13011,17922
bqgVB6Vl-lI,Entertainment,4548,7105
uSTNyHkde08,Education,13281,10109
UwdLlnPaRAU,Sports,19158,26547
DdLYSziSXII,Music,326239,196231
YOxo2IUFnr4,Entertainment,1770,4715
zxwfDlhJIpw,Peopleand Blogs,159164,283595
CX11yw6YL1w,Music,452142,485770
tn0hCTyj2Kc,Gaming,76915,104505
BN7rNfOsBJo,Peopleand Blogs,25836,27719
lD1mPectYOM,Entertainment,6251,13362
R_O5x0LNksM,Entertainment,26008,42192
hhiD-TKYqHk,Sports,4037,22483
fmqcXfcrAis,Petsand Animals,142,13046
7tYUMo3IgXg,Peopleand Blogs,43735,56583
ill2cgCyTUc,Peopleand Blogs,73612,66631
FwENtwtY0EI,Entertainment,70847,89325
sV7QeEJ9daI,Howtoand Style,3682,2816
Hvysy11716g,Education,14872,6601
SPD1v_8RQUY,Filmand Animation,19522,53480
XZo5o1Y0h9o,Education,23852,31509
4Mayo-iUQDk,Sports,292,25885
ykHeGtN4m94,Filmand Animation,49452,79748
XwDTzD75fT4,Music,8497,23372
pOEzjT-SED0,Music,83723,113455
NZFhMSgbKKM,Sports,7,10520
UKserM-i0_A,Music,189578,156890
vqX6fkty-WQ,Entertainment,17233,8546
1bSDtlARvPI,Howtoand Style,9388,9104
LotoBix4UDM,Entertainment,11541,13024
e77J4g0LMOk,Entertainment,158565,79812
CJRw18MtRPg,Science and Technology,39737,80149
8-Cjsnq8kVU,Filmand Animation,283197,241703
BFkTu8Y1KLs,Music,28482,37537
MT7RQ0gu8ak,Entertainment,26076,43766
cSp1dM2Vj48,Entertainment,91331,120447
fKuxh0E9mSI,Music,8143,25009
KozDGo0bsJA,Sports,4518,22395
DGdSlnw4D_M,Comedy,28040,44884
ACHZrvF6mTA,Entertainment,15386,19000
zZTyHHxJAzw,Science and Technology,52520,52804
oCXvPWJClJg,Music,68517,129156
B3qT1k0r9pw,Music,38914,43589
z5JQMBcVFns,Entertainment,1272,5641
S_lN0-gtWF4,Filmand Animation,495,29350
48qcnpCWBq0,Music,116147,73243
SS0ebmCqHxs,Music,31903,31602
CNBGEWRdeIM,Howtoand Style,6536,5870
VllA1V5M38E,Comedy,21709,54055
1WREZPc-kqQ,Filmand Animation,20606,50181
6GT7PrIIS5I,Howtoand Style,6132,7084
D0aAYfRBVik,Music,38478,33028
tn0hCTyj2Kc,Gaming,65501,81300
1VJixjI_P3s,Peopleand Blogs,469,8479
gw82GrEt370,Entertainment,186513,173053
lCT0OaVqIQE,Newsand Politics,3,1510
DGdSlnw4D_M,Comedy,36862,64781
cNrfQm9yG5o,Music,2011,20629
DgljcMqPG98,Filmand Animation,3015,35137
VhI2EpAIcm4,Peopleand Blogs,83247,113370
4LlQwTgB5Rc,Music,5211,25996
5mar5AHglGI,Entertainment,22524,12063
JiOXpKU7tWc,Peopleand Blogs,8796,9793
mXJ7wX6CVDk,Entertainment,4236,8933
8PRrH-1kuwY,Entertainment,18321,23991
h-w7QZo0XSc,Filmand Animation,28748,59482
u_C4onVrr8U,Music,126693,135186
HuWLoCF9rWQ,Howtoand Style,50731,39567
scI7dYdlzuY,Filmand Animation,3140,39301
lJmDmfQOWVw,Peopleand Blogs,7734,8236
WOAvDQNNaCA,Music,14705,26029
YrVTJd6mvpE,Entertainment,5656,9003
BPmAxzEJpWA,Music,38292,68233
4_aR3HqFrr0,Entertainment,4857,15999
4nM94zdOh50,Entertainment,6802,17614
lJkXbzQPIkM,Comedy,3882,5937
ogfYd705cRs,Science and Technology,30398,50475
JR06IhY4C2A,Newsand Politics,6846,50927
vTJKosHxYtM,Filmand Animation,9059,36336
p0xyhCn0Eow,Entertainment,4247,5797
Xc675sarBYc,Petsand Animals,30288,39980
iD8K3pNhf-U,Music,4072,20398
tojsUHxmOrQ,Howtoand Style,13566,8758
uZ1M3DkKCEI,Music,208531,173842
0noUI5HLY4I,Comedy,10366,10789
Zo9rgbn0SMs,Filmand Animation,63487,49852
tBnIH8xPyZA,Howtoand Style,2224,4268
8oKl_qDJHt4,Entertainment,59546,40740
tjA7nAHOAww,Music,369613,296812
1Aoc-cd9eYs,Entertainment,4916,19192
hbcH02YynOA,Howtoand Style,22001,59406
5IyiD8xv_Pk,Petsand Animals,29,12847
Q32uEd5KF2k,Entertainment,93,2954
PXWlnc-Qcwg,Peopleand Blogs,14,4940
sq4hYZlDPec,Gaming,137903,222313
q32oFOjlWh8,Peopleand Blogs,4212,12741
JQbjS0_ZfJ0,Music,378479,245123
9fed80dZ5wM,Peopleand Blogs,32657,31411
bhoFXkVy8JA,Filmand Animation,40,28572
jGl-6an8fz8,Newsand Politics,4157,17921
3tjHS7JRB4c,Comedy,30955,62736
2GjJ85MImlo,Howtoand Style,53246,32756
DdLYSziSXII,Music,366037,269978
6Rl7fQQRmtg,Entertainment,74562,59816
v_CMMWCN5nQ,Peopleand Blogs,17904,12348
Wv0MKHbtcQQ,Entertainment,30499,70668
F7jcFXTnBiQ,Peopleand Blogs,5305,8393
zslYmBRhdOM,Peopleand Blogs,2935,8159
e2R0NSKtVA0,Peopleand Blogs,28416,43664
sHz6Wlc2MAI,Education,7476,7732
w2QTDd1sT1E,Entertainment,119026,78301
NWQqJDGo4Z4,Music,3059,24043
TV42WARem_o,Newsand Politics,6910,11013
gR0pSSISaVk,Sports,57237,145598
EhSXsTSNDyo,Music,341063,189706
73_OWzBr8Fo,Music,140773,81460
C-rumHvmqCA,Entertainment,0,273048
CJv0I-xYuC4,Entertainment,12794,23214
oZm_N6aSU0E,Entertainment,9543,14761
kUosDBUjq5A,Traveland Events,20314,41250
ii3n7hYQOl4,Entertainment,149667,222916
BdwJ0uXIV_U,Entertainment,19003,13277
vZzIS17HexE,Entertainment,75,2707
MKLlDnUqho4,Music,2023,19960
XzvHSMEBFjE,Sports,19645,31660
LU86T12xBQQ,Peopleand Blogs,18353,18082
BPmAxzEJpWA,Music,11959,25862
FBhVIhmh_N8,Entertainment,3011,8927
uwUchGQRXKM,Howtoand Style,28149,19425
BlHVpQfxJt4,Entertainment,8901,10946
#NAME?,Music,7759,30365
fMaC7IeGKNQ,Comedy,4941,9635
d9h_qtOoFnA,Music,19664,28034
3yy-dKTmyOo,Music,54516,117545
8RsDxpyUa_U,Comedy,32034,20268
t0VsbEqfAvo,Entertainment,68278,173365
h3umdwK-oPs,Entertainment,63449,32769
4LlQwTgB5Rc,Music,5518,27022
